statement,source,link,veracity
"""We’re losing almost 6,000 state jobs.""",Eddie Rodriguez,/web/20180119174810/http://www.politifact.com/texas/statements/2011/jul/09/eddie-rodriguez/austin-rep-eddie-rodriguez-says-budget-cuts-almost/,True
"""Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.""",John Cornyn,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/08/john-cornyn/john-cornyn-says-51-percent-american-households-pa/,True
"""China owns more of our bonds than do Americans.""",George Allen,/web/20180119174810/http://www.politifact.com/virginia/statements/2011/jul/08/george-allen/allen-says-china-owns-more-us-bonds-americans/,False
"Rhode Island spends ""52 percent more per capita on human service programs than the national average.""",Gary Sasse,/web/20180119174810/http://www.politifact.com/rhode-island/statements/2011/jul/08/gary-sasse/sasse-says-rhode-island-spends-52-percent-more-cap/,True
"Newt Gingrich’s presidential campaign has ""exactly the same"" challenges as Ronald Reagan’s successful 1980 bid.",Newt Gingrich,/web/20180119174810/http://www.politifact.com/georgia/statements/2011/jul/08/newt-gingrich/gingrich-says-campaign-problems-exactly-same-reaga/,Mostly False
"""This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.""",Herb Conaway Jr.,/web/20180119174810/http://www.politifact.com/new-jersey/statements/2011/jul/08/herb-conaway/assemblyman-herb-conaway-jr-claims-gov-chris-chris/,Mostly True
"""Let’s say (Republicans) take away half of our delegates. They’re worth more than Iowa’s, New Hampshire’s and almost South Carolina’s combined.""",Will Weatherford,/web/20180119174810/http://www.politifact.com/florida/statements/2011/jul/07/will-weatherford/rep-will-weatherford-says-penalized-florida-delega/,Half-True
"Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",Barack Obama,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/07/barack-obama/obama-claims-job-rate-soared-after-clinton-raised-/,Half-True
"""Young veterans have a higher unemployment rate than people who didn’t serve.""",Barack Obama,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/07/barack-obama/barack-obama-says-post-911-veterans-have-higher-un/,True
"""We have provided at least 16 tax cuts to small businesses.""",Barack Obama,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/07/barack-obama/barack-obama-claims-credit-least-16-tax-cuts-small/,Mostly True
Forty percent of union members voted Republican in 2008.,Bill  Kristol,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/07/bill-kristol/bill-kristol-says-40-percent-republicans-voted-joh/,Mostly True
On repeal of Wisconsin's smoking ban,Scott Walker,/web/20180119174810/http://www.politifact.com/wisconsin/statements/2011/jul/07/scott-walker/gov-scott-walker-repeal-wisconsins-smoking-ban/,Full Flop
"""Ohio currently ranks 50th out of all states in income growth.""",Lisa Hamler-Fugitt,/web/20180119174810/http://www.politifact.com/ohio/statements/2011/jul/07/lisa-hamler-fugitt/ohio-ranks-50th-income-growth-foodbank-leader-says/,Mostly True
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,Chris Christie,/web/20180119174810/http://www.politifact.com/new-jersey/statements/2011/jul/07/chris-christie/gov-chris-christie-credits-former-gov-jim-mcgreeve/,True
"Housing prices dropped for the 30 months prior to Barack Obama taking office, ""and they have stabilized, they've been about flat since the president came in.""",Shaun  Donovan,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/06/shaun-donovan/hud-secretary-shaun-donovan-says-house-prices-stab/,Half-True
"""Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.""",Steve Case,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/06/steve-case/steve-case-says-40-percent-fortune-500-were-starte/,Half-True
"Says Gov. Scott Walker’s budget ""includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.""",One Wisconsin Now,/web/20180119174811/http://www.politifact.com/wisconsin/statements/2011/jul/06/one-wisconsin-now/group-says-gov-scott-walkers-budget-has-tax-breaks/,Half-True
"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",Bob McDonnell,/web/20180119174811/http://www.politifact.com/virginia/statements/2011/jul/06/bob-mcdonnell/mcdonnell-says-texas-under-gov-perry-has-created-h/,Mostly False
"Says that under City Council Member Randi Shade, Austin had the ""highest city debt per person in Texas.""",Better Austin Today Political Action Committee,/web/20180119174811/http://www.politifact.com/texas/statements/2011/jul/06/better-austin-today-political-action-committee/austin-group-says-under-randi-shade-austin-has-had/,False
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",United for a Fair Economy,/web/20180119174811/http://www.politifact.com/truth-o-meter/statements/2011/jul/05/united-fair-economy/liberal-group-says-family-incomes-grew-equally-pri/,Mostly True
"A year since the ""Recovery Summer,"" there has been been ""a fall, winter and spring of no recovery.""",Rob Portman,/web/20180119174811/http://www.politifact.com/ohio/statements/2011/jul/05/rob-portman/sen-rob-portman-says-year-recovery-summer-theres-s/,Mostly False
"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out.""",National Republican Congressional Committee,/web/20180119174811/http://www.politifact.com/georgia/statements/2011/jul/05/national-republican-congressional-committee/republicans-blame-blue-dog-democrats-federal-spend/,False
Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district he’s seeking to represent.,Roger Williams,/web/20180119174811/http://www.politifact.com/texas/statements/2011/jul/05/roger-williams/roger-williams-says-foe-has-never-voted-congressio/,False
"""Only the State of New York spends more money on Medicaid than the State of New Jersey.""",Chris Christie,/web/20180119174811/http://www.politifact.com/new-jersey/statements/2011/jul/05/chris-christie/gov-chris-christie-says-new-jersey-second-nation-m/,False
"Says that President Obama said, ""Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?""",Chain email,/web/20180119174811/http://www.politifact.com/truth-o-meter/statements/2011/jul/04/chain-email/barack-obama-said-troops-whine-and-nobody-made-the/,Pants on Fire!
"""You see a whole bunch of Korean cars here in the United States, and you don't see any American cars in Korea.""",Barack Obama,/web/20180119174811/http://www.politifact.com/truth-o-meter/statements/2011/jul/04/barack-obama/barack-obama-said-you-dont-see-american-made-cars-/,Mostly True
Says $6 billion projected to accumulate in the state’s rainy day fund is already used.,Charles Perry,/web/20180119174811/http://www.politifact.com/texas/statements/2011/jul/04/charles-perry/charles-perry-says-6-billion-projected-accumulate-/,Mostly False
"""Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.""",Nina Turner,/web/20180119174811/http://www.politifact.com/ohio/statements/2011/jul/04/nina-turner/state-sen-nina-turner-says-more-14000-voters-cast-/,True
"""One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.""",Jeff Tittel,/web/20180119174811/http://www.politifact.com/new-jersey/statements/2011/jul/04/jeff-tittel/new-jersey-sierra-club-president-jeff-tittel-says-/,False
"""Voted the ‘best specialty plate in America’""",Friends of Plum Beach Lighthouse,/web/20180119174811/http://www.politifact.com/rhode-island/statements/2011/jul/03/friends-plum-beach-lighthouse/rhode-island-lighthouse-group-says-its-fundraising/,Mostly False
"Two years ago we had ""the largest structural deficit ever in Wisconsin.""",Scott Walker,/web/20180119174811/http://www.politifact.com/wisconsin/statements/2011/jul/03/scott-walker/gov-walker-says-2-years-ago-we-had-largest-deficit/,False
"Says the 2011-13 state budget eliminates the structural deficit ""for the first time in decades.""",Alberta Darling,/web/20180119174811/http://www.politifact.com/wisconsin/statements/2011/jul/03/alberta-darling/state-sen-darling-says-2011-13-state-budget-elimin/,Mostly True
"Says that in 2009, Jon Huntsman ""said that the Recovery Act wasn't large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now he's saying that he never supported it.""",Richard Swett,/web/20180119174811/http://www.politifact.com/truth-o-meter/statements/2011/jul/03/richard-swett/former-us-rep-richard-swett-says-huntsman-flip-flo/,Half-True
"Gov. Chris Christie owes the state money ""for amenities like extra Gorgonzola cheese for his staff on these trips.""",New Jersey Democratic State Committee,/web/20180119174811/http://www.politifact.com/new-jersey/statements/2011/jul/03/new-jersey-democratic-state-committee/new-jersey-democrats-say-gov-chris-christie-owes-s/,False
"""If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.""",Mark Warner,/web/20180119174811/http://www.politifact.com/virginia/statements/2011/jul/02/mark-warner/mark-warner-says-corporate-taxes-share-us-revenue-/,Half-True
"""Rick Scott has destroyed over 100,000 jobs.""",Rod Smith,/web/20180119174811/http://www.politifact.com/florida/statements/2011/jul/01/rod-smith/top-state-democrat-claims-job-losses-not-gains-tai/,False
"""In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.""",Rick Scott,/web/20180119174816/http://www.politifact.com/florida/statements/2011/jul/01/rick-scott/gov-rick-scott-claims-florida-led-country-job-grow/,Half-True
"""Since I took office, we’ve created 76,800 jobs.""",Rick Scott,/web/20180119174816/http://www.politifact.com/florida/statements/2011/jul/01/rick-scott/gov-rick-scott-touts-better-job-numbers-sign-succe/,Mostly True
"""My husband and I have never gotten a penny of money from the farm.""",Michele Bachmann,/web/20180119174816/http://www.politifact.com/truth-o-meter/statements/2011/jul/01/michele-bachmann/rep-michele-bachmann-says-shes-never-received-penn/,False
"""The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.""",Randy Forbes,/web/20180119174816/http://www.politifact.com/virginia/statements/2011/jul/01/randy-forbes/rep-forbes-says-federal-registration-containing-re/,Half-True
"Says Wisconsin’s 2011-13 state budget contains ""no fee increases""",Jeff Fitzgerald,/web/20180119174816/http://www.politifact.com/wisconsin/statements/2011/jul/01/jeff-fitzgerald/no-fee-increases-wisconsins-2011-13-state-budget-w/,Pants on Fire!
"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",Renewable Fuels Association,/web/20180119174816/http://www.politifact.com/truth-o-meter/statements/2011/jul/01/renewable-fuels-association/industry-warns-gas-prices-would-rise-89-cents-with/,Mostly False
"Says President Barack Obama’s overturning of the Mexico City Policy means federal tax dollars can be used ""to fund abortion all over the world.""",Rick Perry,/web/20180119174816/http://www.politifact.com/texas/statements/2011/jul/01/rick-perry/gov-rick-perry-says-obamas-repeal-policy-means-tax/,Mostly False
